x,y
"GPE GPE ORG ORG say put interest NORP sale look focus operation long shelf life ability deliver high return . GPE GPE ORG ORG ORG ORG ( ORG ) call member ORG ORG ORG platinum operation embark ORDINAL strike job cut wage . GPE DATE launch new , "" sustained "" effort uproot illegal gold mining LOC biodiverse corner , send CARDINAL police military officer region deforestation wildcat mining hit new high DATE .",3
", caution cost , environmental impact water level . � waterway option . give overhead , expensive use . transportation cheap road . water level cause concern , restrict movement large ship . cargo movement waterway effect aquatic life , "" head transport logistic company GPE say , condition anonymity . focus central government movement cargo , state government river transport passenger . ORG - lead state government start low - cost ferry service passenger . � LOC central city . ferry state government start reduce travel time PERCENT PERCENT . decision take central government good industry , affect day - - DATE life , "" say PERSON PERSON , history professor GPE city GPE .",0
"ORG president PERSON PERSON . nyay scheme minimum income guarantee estimate cost MONEY MONEY MONEY , time DATE spending mgnreg . ( PERSON PERSON / ORG ) congress promise minimum income guarantee ? MONEY / month CARDINAL CARDINAL ' poor ' family vote power EVENT EVENT propose PRODUCT scheme aim provide ? MONEY DATE PERCENT PERCENT poor family , say ORG president PERSON PERSON GPE GPE : GPE GPE : DATE EVENT EVENT EVENT EVENT kick , ORG DATE promise minimum income guarantee ? MONEY month CARDINAL CARDINAL � poor "" family vote power . propose nyay scheme aim provide ? MONEY DATE PERCENT PERCENT poor family , ORG president PERSON PERSON say DATE .",0
"late ORG datum , total value p - note investment NORP market stand MONEY MONEY MONEY till DATE DATE DATE . total p - note investment till DATE DATE DATE , MONEY MONEY MONEY equity , MONEY MONEY MONEY debt MONEY MONEY MONEY derivative market",3
"fan platform ask PERSON � spot sale red rice ( redmi ) note 7 ? "" reply � CARDINAL CARDINAL unit DATE , difficult buy time . "" sell CARDINAL unit big feat ORG , smartphone company see considerable drop unit sale . post ORG , PERSON mention formation PRODUCT sub - brand , ORG use mi brand sell high - end device . mention ORG device discount deal long time .",1
"surprisingly , manifesto sankalp patra party specifically commit number job creation , instead imply outcome ecosystem party provide - elect . new measure spawn entrepreneur include interest - free loan MONEY MONEY MONEY create fund MONEY MONEY MONEY encourage startup , special focus woman , schedule caste , schedule tribe economically weak section . key promise ORG manifesto improve rural economy , promise spend MONEY MONEY MONEY DATE . time , commit double highway network DATE . party believe proposal transform GPE MONEY MONEY MONEY economy DATE MONEY MONEY MONEY economy DATE . � party decide come people record work DATE , GPE celebrate DATE DATE independence , "" PERSON say . � decide CARDINAL step time - bind - define achieve DATE . """,0
"ORG incorporate - display fingerprint sensor foldable lineup , PRODUCT PRODUCT model announce DATE , say . ORG work new model , � s try improve durability PRODUCT PRODUCT PRODUCT s display . � try eliminate crease appear panel � s fold CARDINAL time , ORG consider offer free screen replacement release product , people say . PRODUCT PRODUCT PRODUCT s screen imperfection develop protective film cover touch sensor bond display underneath , person say . � s reason ORG keep phone inside glass case EVENT GPE DATE , person say . ORG � s spokeswoman say PRODUCT PRODUCT display way want attention soon - - - launch PRODUCT PRODUCT , problem quality foldable device .",1
"� read | EVENT EVENT EVENT EVENT phase 3 live newsvoting begin TIME DATE CARDINAL constituency CARDINAL state union territory poll large phase ORG ORG election , PERSON PERSON , PERSON PERSON PERSON celebrity entertainment industry urge people come huge number vote",2
"ORG jd(s ) join hand bring prime minister PERSON PERSON - lead ORG ORG ORG ( ORG ) bank GPE push tally stitch new partnership regional party country . manage coalition easy jd(s ) ORG , especially cadre unwilling work despite state national level alliance . tension simmer DATE , seat sharing parliamentary election place like GPE , GPE , GPE GPE threaten dent alliance � chance upcoming poll raise uncertainty continuity coalition government GPE . prime minister jd(s ) supremo PERSON PERSON PERSON � s decision pull GPE GPE contest instead GPE ( GPE ) aggravate ORG party worker refuse join hand traditional rival . ORG , try advantage discord opposition rank , face trouble outfit , especially GPE GPE , leadership decide candidature PERSON PERSON PERSON instead name DATE DATE DATE DATE DATE PERSON PERSON .",0
"akashaya tritiya : retail price gold GPE come MONEY MONEY QUANTITY QUANTITY ( ORG ) jeweller expect double - digit volume growth gold sale akshaya tritiya , hope stable price yellow metal attract buyer . retail price gold GPE come MONEY MONEY QUANTITY QUANTITY MONEY MONEY MONEY DATE DATE DATE . jeweler launch pre - book scheme customer select place jewellery order advance . akshaya tritiya , fall DATE , consider auspicious purchase gold . ORG ORG launch pre - book scheme customer select place jewellery order advance , simply pick akshaya tritiya close date , avoid rush long wait .",3
"ORG equate � creator "" business model , � preserver "" customer experience � destroyer "" people . add business model like brahma � difficult , need lot rigour change . ORG liken traditional legacy company � pipe "" . � cost end , revenue realize end . way , value add term product , branding , distribution packaging value chain create , "" explain .",1
"? zinc technical : zinc attract additional selling DATE breach DATE DATE DATE moving average $ MONEY . ? spread : cash zinc trade premium $ MONEY tonne DATE DATE price , high $ MONEY DATE DATE , ORG say reduce tightness spread lull market "" false sense looseness "" . ? demand : "" seasonal demand pick DATE DATE potential wipe ( zinc ) exchange stock . short - term point price target remain $ MONEY , DATE DATE expect zinc trade $ MONEY , "" bank say .",3
"5 g generation wireless technology , enable secure connectivity device smartphone NORP government DATE set high - level panel task create roadmap 5 g rollout GPE GPE : NORP telecom gear maker ORG , eye storm concern network security , ready roll 5 g GPE field trial � DATE DATE government approval "" , ORG ORG chief executive officer ( ceo ) PERSON PERSON say interview . � DATE approval department telecommunication spectrum allot , 5 g trial run DATE DATE , "" PERSON say .",1
"star popular comedian PERSON PERSON lead role , film spoof recently headline GPE GPE",2
"DATE CARDINAL security force personnel lose life , compare CARDINAL terrorist CARDINAL security force personnel kill DATE . � note CARDINAL terrorist kill GPE GPE GPE attack DATE DATE . figure tell fast ( terrorist ) increase number , despite crackdown counter - infiltration measure . attack like GPE got replicate GPE need develop holistic policy repeat , "" say lt . gen ( retd ) PERSON PERSON , ORG ORG officer defence expert .",0
"DATE DATE , grant DATE DATE leave celebrate family , report ORG ORG",2
"singer PERSON PERSON say owe guitar legend longtime friend PERSON PERSON teach difference successful musician celebrity duo previously collaborate DATE hit number � WORK_OF_ART � ORG frontman credit PERSON shape worldview , help navigate newfound fame young singer - songwriter",2
"� apart WORK_OF_ART WORK_OF_ART extent WORK_OF_ART WORK_OF_ART , DATE DATE , LANGUAGE film perspective , don � t think � s home DATE , � film trade analyst PERSON PERSON say comment box office collection DATE add , � WORK_OF_ART give huge sigh relief , ground lose DATE DATE DATE , regain big way DATE DATE",2
"� DATE DATE , filmmaker PERSON PERSON announce instagram close friend PERSON PERSON cancer free say , � yes , PERSON cancer free , complete treatment return home",2
"soul - stir performance WORK_OF_ART WORK_OF_ART , PERSON PERSON see play lead role truly direct national award - win filmmaker PERSON PERSON , ORG original film star PERSON PERSON , PERSON PERSON PERSON PERSON interact media DATE promote film , PERSON speak relationship easy need work day",2
"thank late figure , ORDINAL highest gross international movie time overseas",2
"GPE ( CARDINAL ) , GPE ( CARDINAL ) , GPE ( CARDINAL ) , GPE ( CARDINAL ) , GPE ( CARDINAL ) , GPE ( CARDINAL ) , GPE ( CARDINAL ) , ( CARDINAL ) , GPE GPE ( 8) ; total : CARDINAL GPE ( 8) , GPE ( CARDINAL ) , GPE ( 8) , GPE ( CARDINAL ) , GPE GPE ( CARDINAL ) , GPE ( CARDINAL ) , ( CARDINAL ) , GPE ( CARDINAL ) ; total : CARDINAL",0
"PERSON � s study concern kidnapping , DATE DATE , NORP teenager hitchhike GPE GPE . kidnapping lead enormous NORP military incursion GPE GPE ; boy find dead DATE DATE . NORP military institute gag order press report kidnapping , ORG , NORP begin circulate story � "" . careful field research , PERSON collect seek identify source rumor spread ORG TIME TIME kidnapping . rumor , PERSON find , remarkable detail . include name kidnap boy , public . offer key fact search . rumor deliberately intend deceive � say boy rescue militant kidnap kill . PERSON track rumor surprising source : journalist civilian brief operation whatsapp leak detail family colleague small group assume private . rumor say boy rescue widely circulate . people PERSON interview , � share family member , share whatsapp family group , share ORG officer � whatsapp group , - responder share verbally colleague shift refuse answer question , "" write , refer ORG ORG ORG initial . story isn � t malicious indiscriminate rumor - mongering , PERSON tell . , , story people trust people , turn trust , pass consider important necessary information friend colleague . � s story human nature . � s , learn inhibit natural tendency share , � s hard know false news whatsapp � brace .",1
production company say filmmaker approach authority GPE GPE action accuse,2
"sale price cut smartphone ORG , PRODUCT , ORG , PRODUCT , ORG , ORG 10.or . ORG saleamazon great indian saleamazon ORG saleamazon ORG saleamazon sale ORG sale good smartphonesamazon sale offer DATE � s major ecommerce sale GPE set kick soon . amazon great indian sale live DATE DATE like previous iteration , offer discount product range host product smartphone everyday good .",1
"reason : savvy marketer , instance , use voice internet protocol ( voip ) technology unwanted call instead traditional telephone line . allow imitate different phone number time bypass spam identification network , explain PERSON PERSON , product manager , PRODUCT PRODUCT app , ORG blog post . country like GPE service allow operator , marketer use multiple connection frequently switch sim card . free sms unlimited calling offer operator allow network thrive low cost . � exist rule require telemarketer register number check dnd registry make unsolicited call . , unregistered telemarketer work outside system . customer � s report , quickly change number make regulate difficult , "" rue PERSON PERSON PERSON , director general , ORG ORG ORG ORG ( ORG ) . persistent failure curb spam call attribute lax attitude operator passive attitude user extent . PERSON say PERCENT PERCENT subscriber register dnd registry far .",1
"presume recall opposition define dominant narrative , like GPE GPE , work advantage ; conversely allow PERSON define electoral narrative imply opposition play catch - . worry opposition guide ideology unity "" enemy � s , enemy ( read ORG ) friend "" , glue hold alliance . , difficult stitch national alliance , political party discover good nationally good idea locally � word short - term gain , end hurt long - term electoral interest state . manifest far alliance effort GPE GPE � central ORG � s success DATE � GPE . exactly � mahagatbandhan � , grand alliance , acquire desire potential . opposition handicap fact ORG , national party potential heft ORG , plumb bad low electoral politic ; sure , recover mojo claw win ORG � s heartland LOC LOC .",0
"report add spend mobile game worldwide expect grow MONEY MONEY MONEY DATE MONEY MONEY MONEY DATE . gaming hand - hold device surpass pc console gaming significant margin DATE DATE . interest gaming event grow millennial engage avenue real money gaming , augmented virtual reality game form .",1
"single interface user swipe post instead vertically scroll discover app researcher PERSON PERSON PERSON android version ORG . facebook news feed stories currently distinct interface CARDINAL DATE active user . "" new design , stories news feed post -- include text post , picture , video , sponsor post -- appear interface , "" ORG report DATE .",1
"feature drive user engagement , like story video , deck new tool give increase prominence platform . new feature allow user watch video PRODUCT , view reaction simultaneous text video chat . facebook dating expand CARDINAL new market , include place ORG high user growth . "" secret crush "" feature allow user explore potential romantic relationship friend circle . new shopping business - - consumer interaction , popular NORP social app like PRODUCT , help squeeze revenue ORG messaging service . ORG expand sale system introduce DATE , allow public figure , know influencer , tag product post fan buy right away . sellers marketplace likewise able receive payment arrange shipping directly ORG , user whatsapp PRODUCT able send money easily share photo , PERSON say .",1
"� film great business happen people want watch PERSON PERSON big screen � PERSON previously direct LANGUAGE film like WORK_OF_ART , WORK_OF_ART WORK_OF_ART work cinematographer GPE WORK_OF_ART WORK_OF_ART , WORK_OF_ART WORK_OF_ART , WORK_OF_ART WORK_OF_ART WORK_OF_ART",2
"state investigate GPE GPE , GPE - base company � s user data - protection practice , federal grand jury GPE GPE . ORG ORG ORG ORG investigate ORG role ORG ORG saga . DATE , agency announce broad probe tech company datum collection practice . DATE , PERSON say unveil legislation bolster legal protection personal datum district resident . ORG acknowledge firestorm set DATE DATE s ORG ORG revelation , attack PERSON suit court paper file DATE unwarranted � broadside "" duplicate litigation lodge legitimate connection company district . GPE lawyer strike , assert ORG � s GPE - base employee play lead role respond uproar company � s user datum migrate ORG ORG user - instal - party app . � CARDINAL CARDINAL GPE resident ORG consumer , GPE � s complaint allege ORG unlawful misrepresentation omission vast GPE consumer base course monetize datum MONEY MONEY advertising revenue , "" accord paper file GPE � s office . company reap MONEY MONEY MONEY ad revenue GPE GPE DATE DATE , ORG say court DATE .",1
"launch DATE DATE price begin ? MONEY , PRODUCT PRODUCT runaway hit budget smartphone segment . redmi note 5 series , hand , launch DATE DATE popular ? MONEY segment . PRODUCT PRODUCT PRODUCT ( QUANTITY QUANTITY plus QUANTITY QUANTITY ) come cost ? MONEY shell ? MONEY extra pro version ( QUANTITY QUANTITY plus QUANTITY QUANTITY ) well camera superior performance . ORG estimate ORDINAL smartphone sell GPE online ORG model . � brand continue lead online channel share PERCENT PERCENT , climb ORDINAL slot offline channel surpass ORG DATE , "" ORG report say .",1
"far ORG concern , demonstrate isn � t averse sell stake business . incidentally , company report DATE sell stake unit own large ethane carrier ORG ORG ORG ORG early , announce sale shale unit talk initial public offering ( ipo ) ORG ORG . large stake sale downstream business stand apart - mention deal . ORG agree high valuation , view pursue downstream expansion plan , stake sale core business smart ORG . free resource group � s consumer business , ORG ORG ORG ORG , enjoy far high valuation multiple .",3
"film , direct PERSON PERSON , follow PERSON PERSON ( PERSON ) , NORP musician � determined throw festival island community �",2
"dollar index , measure currency � s strength major currency , trade CARDINAL , PERCENT PERCENT previous close CARDINAL .",3
"film , direct PERSON PERSON , write PERSON PERSON PERSON produce PERSON PERSON , major box office hit",2
", character performance criticise heavily , especially shadow PERSON PERSON PERSON s PERSON PERSON win posthumous WORK_OF_ART performance work consider good villainous performance time",2
"camera : PRODUCT PRODUCT PRODUCT rival phone camera . like PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT , phone depend machine learning ( artificial intelligence ) software good photo easily good market . software try automatically detect scene � shoot . , point camera laptop � s keyboard , � super macro "" mode , help close - shot . feature dependable usually , occasionally border ridiculous . matter final image excellent . compare - - , � s hard tell difference photo click PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT . ORG � s phone well dependable PRODUCT PRODUCT PRODUCT worthy competitor . design : , slight difference camera overcome fact PRODUCT PRODUCT PRODUCT pleasing design . similar ORG � s flagship screen � s curved side , glass , tall narrow form factor ( easy hold retain large screen ) striking colour .",1
"temple issue exploit blatantly garner vote , PERSON say . � LOC issue poll campaigning violation code . specific direction issue political party meeting ( DATE ) , "" say , report ORG ORG . "" campaign god religion entertain . digital content post political party candidate fall purview code conduct , "" add .",0
"GPE sharp underperformance DATE DATE , sign uptick demand lead well - - expect earning season DATE DATE pick - foreign flow lead brokerage upgrade view . ORG downgrade GPE "" marketweight "" DATE , cite near - term risk relate macro factor earning , stretch valuation election - relate uncertainty . ORG ORG expect GPE ORG index reach CARDINAL level DATE DATE , previous target CARDINAL .",3
"suppose WORK_OF_ART WORK_OF_ART shoot DATE DATE , show remain script stage , edge close synopsis series read , � take place DATE DATE event WORK_OF_ART WORK_OF_ART , series chronicle world � s descent golden age heroes dark hour",2
"� like know read ORG ORG ORG newspaper , attack , kill CARDINAL people ? CARDINAL people kill , need know , NORP need know . come global media , say kill . look bad NORP citizen , "" PERSON tell ORG . PERSON say blame entire country GPE � people come "" country , reference GPE terror attack . union finance minister PERSON PERSON say unfortunate people � ideologue political party "" . ORG , , clarify stand later tell ORG : � say citizen � m entitled know happen . don � t understand controversy . baffled response . show people react trivial matter GPE "" .",0
"party , oppose DATE DATE , decide join hand GPE GPE defeat ORG . GPE GPE send CARDINAL member ORG ORG , make single - important state general election . PERSON say party decide fight election despite past difference . � doubt ( PERSON � s ) leadership ORG banner , people strata society come take people backward class , "" say . � unlike prime minister PERSON , PERSON PERSON PERSON false promise come false background . PERSON true leader pedigree back . � sake people sake party decision basis good , give present circumstance country . , GPE GPE , decide join hand ORG contest poll , "" ORG chief add . senior ORG leader say PERSON effort convince PERSON campaign PERSON . senior PERSON contest GPE , ORG bastion .",0
"� early , event GPE GPE organise ORG ORG ORG ORG ORG , PERSON PERSON ask question PERSON bollywood , say , � DATE vacuum , void replace good wish goodwill leave live",2
"file photo : street sign wall street see outside ORG ORG ORG ORG ( ORG ) GPE , GPE GPE GPE . ( ORG )",3
"CARDINAL ) � overall soft crude price strong dollar offset , lead range - bind usd - inr , "" forex advisory firm ORG ORG say note . CARDINAL ) despite recent pullback , rupee PERCENT PERCENT dollar far DATE . foreign investor buy MONEY MONEY MONEY sell MONEY MONEY MONEY NORP domestic equity debt market , respectively , DATE .",3
"mtn know bond overseas market . issue close DATE DATE . fund raise issue capital expenditure company . "" ORG ORG launch price issue PERCENT cent usd 450,000,000 note DATE DATE DATE DATE DATE , "" ORG say statement .",3
"� DATE , return capital employ ( roce)/return equity ( roe ) PERCENT PERCENT PERCENT PERCENT , respectively , operate cash flow MONEY MONEY MONEY . expect earning compound annual growth rate ( cagr ) PERCENT PERCENT DATE DATE DATE , "" say note DATE DATE . fund raise ipo operate cash flow MONEY MONEY MONEY DATE DATE DATE help company pay debt DATE DATE DATE DATE , ORG add . accord ORG ORG ORG ORG ORG , ORG versatile product range cable wire , CARDINAL distributor CARDINAL retail touch point , strong manufacturing base , diversify premium fast move electrical good ( fmeg ) segment presence fan , lighting , switchgear switch . � fast move electrical good PERCENT PERCENT sale , strong brand enable fast scale - DATE DATE . recent export order MONEY MONEY MONEY upcoming refinery testimony quality growth potential wire cable business , "" say PERSON PERSON report DATE DATE .",3
"ORG flagship smartphone , PRODUCT PRODUCT , recently receive new variant QUANTITY QUANTITY ram QUANTITY QUANTITY internal storage . rest specification feature new variant remain unchanged , price MONEY MONEY high QUANTITY QUANTITY ram model ? MONEY . smartphone available purchase online ORG ORG ORG ORG offline retail outlet . offer smartphone include additional QUANTITY QUANTITY 4 g datum eligible ORG prepay plan start ? MONEY . ORG postpaid user QUANTITY QUANTITY additional datum DATE DATE free netflix subscription DATE ORG prime membership purchase nokia PRODUCT .",1
"ORG ORG clone apps app clone feature respectively let duplicate app , ORG dual apps , ORG dual messenger , ORG twin apps ORG ORG ORG app twin feature . setting menu , look feature select ORG list application . feed whatsapp number follow standard process . ORG � second space "" essentially create new user account , mimic experience have smartphone single device . start build ORDINAL account scratch � wallpaper app permission , set . app run account app run account different id � choice . phone allow sneaky business , like android device , app ORG ORG like double app parallel allow duplicate app . process similar custom rom workaround .",1
"GPE : stock sell - grip market wall street DATE roll LOC DATE , NORP share head big decline DATE future suggest decline wall street . bond yield plumb fresh low . equity gauge fall PERCENT PERCENT GPE , PERCENT PERCENT GPE GPE , GPE GPE . GPE � s DATE DATE DATE bond yield record - time low GPE � s hit low DATE DATE , ORG ORG overhaul policy focus asset purchase . closely watch gauge treasuries invert time DATE , combine poor NORP pmi reading DATE deepen recession worry . global equity recovery take benchmark DATE DATE high show sign crack amid weaken datum pivot global central bank away monetary normalization -- reflect concern outlook . DATE advance share take s&p 500 index msci world index near level reach height DATE DATE s rally . � global equity kind complacent "" rate market reflect growth concern , say PERSON PERSON , global market strategist ORG ORG ORG GPE GPE . � release global pmi datum DATE shake complacency , "" add .",3
"ORG buy record MONEY MONEY MONEY MONEY MONEY MONEY MONEY ) government bond far DATE DATE ease cash crunch purchase bond omo lead steepening yield curve buying concentrate short end GPE : NORP central bank � s purchase bond inject cash financial system unintended effect distort bond price , accord ORG ORG ORG . ORG ORG ORG instead consider cut cash reserve ratio , resort DATE DATE , reserve requirement enforce authority far curb deposit growth transmission rate cut , say PERSON PERSON , manage director fix income currency bank � s NORP unit .",3
"similarly , message PERSON PERSON PERSON , winner season CARDINAL PERSON PERSON , winner season CARDINAL celebrity like PERSON PERSON , PERSON PERSON PERSON PERSON shoot promo video ORDINAL season ORG",2
"� s cast include PERSON PERSON , PERSON PERSON , PERSON PERSON , PERSON PERSON , PERSON PERSON , PERSON PERSON , PERSON PERSON , PERSON PERSON PERSON PERSON",2
"DATE DATE DATE DATE , replacement iphone battery regular price . offer end , replacement battery iphone 6 late version cost MONEY MONEY ( MONEY MONEY ) PRODUCT PRODUCT ORG charge $ MONEY iphone x battery replacement . mention late model like PRODUCT PRODUCT , xs max PRODUCT eligible $ MONEY replacement battery .",1
"ORG recently release trailer PERSON PERSON PERSON PERSON starrer comedy WORK_OF_ART WORK_OF_ART trailer DATE DATE DATE DATE DATE star see act similar - look dramedie near TIME TIME trailer , PERSON PERSON PERSON PERSON exchange tone - insult throw couple married DATE DATE DATE",2
"say market research firm ORG , ORG � s share end tablet pc market PERCENT PERCENT . company DATE launch PRODUCT PRODUCT PRODUCT ? MONEY unit , come automate keyboard � PRODUCT � sytlus s pen . � CARDINAL - in-1 tablet convert desktop form require . enhance battery size tablet QUANTITY QUANTITY screen size PERCENT PERCENT reduce bezel space , "" PERSON say .",1
"late trailer WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART WORK_OF_ART , star PERSON PERSON , PERSON PERSON , PERSON PERSON PERSON PERSON , , promise late installment ORG ORG ORG franchise cool action film TIME TIME TIME TIME TIME trailer , maker story , matter film , experience",2
"ORG ORG recently say WORK_OF_ART WORK_OF_ART compete drama category WORK_OF_ART , include outstanding drama series , limited series",2
"having see multi - city lecture series GPE , PERSON identify PERSON � s film neo - realist advent GPE give good report PERSON father , prime minister PERSON PERSON PERSON DATE PERSON word politic arena art science critic begin denounce PERSON � s debut film sell NORP poverty abroad , PERSON declare � filmmaker show poverty empathy , � soon , PERSON hear PERSON film DATE DATE , go GPE revive ORG ORG ORG film society establish DATE stop activity founder busy make debut film DATE DATE PERSON go GPE write LANGUAGE biography PERSON , WORK_OF_ART WORK_OF_ART � satyajit ray DATE PERSON remain lifelong NORP - phile award WORK_OF_ART WORK_OF_ART � high civilian award GPE DATE",2
"select PERCENT PERCENT household unconditional DATE allowance ? MONEY likely chaotic divisive exercise ( PERSON PERSON / ORG ORG ) scary plausible scenario ORG ORG ORG ( ORG ) . � s ORG - lead coalition government centre DATE DATE , committee ask suggest way identify poor PERCENT PERCENT household purpose give ? MONEY month . committee recommend sort scoring system base household characteristic . implement , EVENT EVENT EVENT EVENT conduct soon EVENT EVENT � EVENT EVENT EVENT EVENT EVENT DATE , � caste "" discreetly drop come time . entire exercise create new class household enjoy DATE allowance roughly equivalent - time employment minimum wage . come highly vulnerable group , , unreliable nature identification exercise . reason , poor household leave . discontent spread , tension simmer , scheme consider gross injustice � anyay nyay . DATE DATE , DATE , ORG pay price chaos genera election . , course , possible scenario . pessimistic scenario , poor people live well life . bring , illustrate fact operational aspect nyay incidental matter , proponent minimum income guarantee scheme suggest . draw attention potential � divisiveness "" ORG . concern arise combination relatively low coverage ( PERCENT PERCENT population ) large benefit � time large provide poor people DATE scheme . shocking sound , ? MONEY month sort salary informal - sector worker earn poor state � chowkidar ( watchman ) domestic worker . people struggle , bribe , cheat fight job kind . select PERCENT PERCENT household unconditional DATE allowance ? MONEY likely chaotic divisive exercise .",0
"� estimate smart feature phone cross CARDINAL global feature phone volume DATE , "" say PERSON PERSON , associate director ORG ORG . DATE , CARDINAL CARDINAL CARDINAL smart feature phone expect sell world , accord ORG ORG . introduce entirely untapped customer base high - speed internet , app , service , , open host new business revenue opportunity entire mobile value chain .",1
"need ? begin , pixel binning help tackle specific problem camera face large ( digital single - lens reflex ) dslr camera � sensor size . result , camera sensor inside phone big , turn reduce light capture . smartphone camera weak shoot low - light photo , condition .",1
"decide DATE ORG win CARDINAL seat GPE GPE . central leadership want win CARDINAL seat , . people GPE GPE want change ensure happen . ORG win PERCENT PERCENT seat GPE GPE . violence start number central force increase . GPE world � s big democracy people allow cast vote GPE GPE . people start come vote . ORG let stop people vote , democratic right .",0
"ORG gear upcoming DATE / o developer ' conference may. announcement expect software end thing , include new operating system PRODUCT PRODUCT , NORP giant point sail direction manufacture affordable flagship , similar ORG � s PRODUCT PRODUCT ORG � s PRODUCT PRODUCT . widely dub PRODUCT PRODUCT PRODUCT , ORG expect launch smartphone event . ahead official release , leakster PERSON PERSON ( @evleaks ) post image device twitter . image , smartphone sport familiar design , take straight pixel 3 PRODUCT , sans notch .",1
"WORK_OF_ART , direct PERSON PERSON PERSON PERSON , bring curtain DATE EVENT EVENT EVENT NORP dramedy feature PERSON PERSON PERSON PERSON lead alongside cast nonprofessional actor world autistic teen social worker",2
"GPE GPE : DATE ORG ORG announce schedule ORG ORG election , GPE chief minister ORG ORG ORG ( ORG ) national convener PERSON PERSON DATE say battle GPE fight statehood , long pende demand people . set agenda party ORG ORG campaign GPE , PERSON say , "" ORG ORG election fight statehood . like GPE GPE fight separate state , similar fight GPE . """,0
"( left ) PERSON PERSON , consult editor , ORG ; PERSON PERSON , md , ORG ORG ORG & ORG ORG ORG ; PERSON PERSON , cweo , ORG ORG ; PERSON PERSON , president md , GPE enterprise , ORG ORG ; PERSON PERSON , md , ORG ORG ; PERSON PERSON , ceo md , ORG ORG , PERSON PERSON , co - founder president , market cloud datum cloud , ORG ORG ORG ORG ORG ORG . new - age technology like ai , iot blockchain drive future . unwarranted hype ? PERCENT PERCENT professional believe ai help human solve complex problem live rich life , accord DATE survey ORG company need focus put datum meaningful use blindly gather datum . consensus ORG ORG EVENT EVENT EVENT EVENT . panel comprise PERSON PERSON , manage director ( md ) , ORG ORG ORG & ORG ORG ORG ; PERSON PERSON , president md GPE enterprise , ORG ORG ; PERSON PERSON , md , ORG ORG ; PERSON PERSON , ceo md , ORG ORG ; PERSON PERSON , cweo , ORG ORG ; PERSON PERSON , co - founder president , marketing cloud datum cloud , ORG . moderate PERSON PERSON , consult editor , ORG . edit excerpt :",1
"episode WORK_OF_ART WORK_OF_ART WORK_OF_ART final season pretty dialogue - heavy , departure DATE spectacle rule roost begin PERSON � s voiceover say , � heroic thing look truth face , � combine NORP army siege weapon array approach army dead",2
"sensex nifty rally DATE DATE strong fii inflow GPE market ORG ORG ORG ORG surge PERCENT PERCENT ORG ORG ORG gainer benchmark stock market index sensex nifty DATE close record high , lead gain banking stock heavyweight ORG . sensex rise 458 point intraday CARDINAL , end CARDINAL , CARDINAL point . broader benchmark index nifty , hit fresh high CARDINAL intraday , settle PERCENT PERCENT high CARDINAL . banking stock lead gain ORG ORG index rise PERCENT PERCENT . earning , investment flow election likely key driver NORP market DATE DATE . NORP market remain closed DATE DATE DATE DATE DATE DATE . voting ORDINAL phase ORG ORG election place DATE DATE . global cue remain positive NORP NORP market high DATE . CARDINAL ) DATE DATE get good start market heavyweight ORG report quarter strong result management expect continue strong growth DATE DATE DATE DATE DATE DATE . ORG share end PERCENT PERCENT high , extend DATE PERCENT PERCENT gain .",3
"team PERSON PERSON fame director PERSON PERSON work big budget sci - fi film number film set release DATE include PERSON PERSON , PERSON � s PERSON PERSON PERSON PERSON WORK_OF_ART WORK_OF_ART WORK_OF_ART",2
"start cheap deal sale , DATE ORG ipad ( wi - fi/32 gb storage ) available ? MONEY . hand DATE ipad pro face id ? MONEY wi - fi model . DATE ipad pro ( cellular ) available ? MONEY . old ipad pros start ? MONEY ? MONEY . PRODUCT PRODUCT PRODUCT PRODUCT QUANTITY QUANTITY internal storage avail ? MONEY . base variant PRODUCT PRODUCT PRODUCT QUANTITY QUANTITY internal storage receive discount ? MONEY , bring price ? MONEY ? MONEY . iphone xs get similar price drop ? MONEY ? MONEY . base variant PRODUCT PRODUCT QUANTITY QUANTITY storage available ? MONEY , ? MONEY . iphone 8 plus iphone 8 receive price drop . PRODUCT PRODUCT PRODUCT available ? MONEY PRODUCT PRODUCT buy ? MONEY respectively .",1
read : bring tissue watch WORK_OF_ART WORK_OF_ART : kevin feigeavengers : endgame set release GPE DATE DATE,2
"mint - india - wire ORG zenbook 13asus zenbook 13 reviewasus zenbook 13 priceasus zenbook 13 featuresasus zenbook 13 specification notebook get small easy carry . ORG � new PRODUCT PRODUCT series case point . PRODUCT PRODUCT PRODUCT t variant , price ? MONEY , show doesn � t need spend lot . design : wrap aluminium chassis carve single block , new PRODUCT PRODUCT feel immensely premium , rose gold deep dive blue finish brighten overall look . surprisingly compact light ( QUANTITY QUANTITY ) QUANTITY QUANTITY notebook slide comfortably small backpack .",1
"GPE - set political drama , present ORG ORG , feature PERSON PERSON , PERSON PERSON , PERSON PERSON PERSON PERSON read | WORK_OF_ART WORK_OF_ART review : worth visitfor director , venture digital space CARDINAL - episode challenge",2
"satisfied film - relate work?being - know comedian assure good life , didn � t stop asuran , style working remind mentor PERSON � thought process execution stop say , ? ( laugh ) , young actor desperate learn",2
